ts,temperature,humidity,rain,event_type,ap_id,connected_devices,internet_speed,connection_drops,network_delay
2026-02-28 16:00:00+00:00,40.6,34.7,0.0,normal,AP_B07_01,26,39.9,0.06,26.1
2026-02-28 16:00:00+00:00,40.6,34.7,0.0,normal,AP_B05_01,21,34.1,0.04,22.9
2026-02-28 16:00:00+00:00,40.6,34.7,0.0,normal,AP_B08_02,14,24.9,0.02,21.0
2026-02-28 16:00:00+00:00,40.6,34.7,0.0,normal,AP_B03_01,15,26.2,0.02,21.4
2026-02-28 16:00:00+00:00,40.6,34.7,0.0,normal,AP_B04_01,150,225.5,2.0,64.9
2026-02-28 16:00:00+00:00,40.6,34.7,0.0,normal,AP_B02_01,0,5.0,0.0,16.8
2026-02-28 16:00:00+00:00,40.6,34.7,0.0,normal,AP_B06_01,17,26.9,0.03,21.6
2026-02-28 16:00:00+00:00,40.6,34.7,0.0,normal,AP_B01_01,23,36.6,0.05,27.2
2026-02-28 17:00:00+00:00,36.6,29.5,0.0,normal,AP_B05_01,32,48.7,0.09,28.0
2026-02-28 17:00:00+00:00,36.6,29.5,0.0,normal,AP_B03_01,4,6.9,0.0,16.1
2026-02-28 17:00:00+00:00,36.6,29.5,0.0,normal,AP_B02_01,7,12.6,0.0,22.3
2026-02-28 17:00:00+00:00,36.6,29.5,0.0,normal,AP_B03_02,13,22.4,0.02,19.3
2026-02-28 17:00:00+00:00,36.6,29.5,0.0,normal,AP_B01_01,1,4.7,0.0,15.0
2026-02-28 17:00:00+00:00,36.6,29.5,0.0,normal,AP_B01_02,1,4.9,0.0,17.1
2026-02-28 17:00:00+00:00,36.6,29.5,0.0,normal,AP_B04_01,150,228.4,2.0,63.2
2026-02-28 17:00:00+00:00,36.6,29.5,0.0,normal,AP_B08_01,5,11.5,0.0,18.7
2026-02-28 17:00:00+00:00,36.6,29.5,0.0,normal,AP_B08_02,9,16.8,0.01,20.2
2026-02-28 17:00:00+00:00,36.6,29.5,0.0,normal,AP_B07_01,26,43.6,0.06,26.3
2026-02-28 17:00:00+00:00,36.6,29.5,0.0,normal,AP_B04_02,150,225.0,2.0,62.8
2026-02-28 17:00:00+00:00,36.6,29.5,0.0,normal,AP_B06_01,32,48.2,0.09,32.8
2026-02-28 18:00:00+00:00,39.9,30.5,0.0,normal,AP_B01_01,0,4.7,0.0,17.6
2026-02-28 18:00:00+00:00,39.9,30.5,0.0,normal,AP_B04_01,150,225.7,2.0,66.7
2026-02-28 18:00:00+00:00,39.9,30.5,0.0,normal,AP_B05_01,39,61.3,0.14,29.5
2026-02-28 18:00:00+00:00,39.9,30.5,0.0,normal,AP_B08_01,0,4.1,0.0,20.7
2026-02-28 18:00:00+00:00,39.9,30.5,0.0,normal,AP_B03_02,2,6.4,0.0,16.1
2026-02-28 18:00:00+00:00,39.9,30.5,0.0,normal,AP_B02_02,4,9.1,0.0,19.2
2026-02-28 18:00:00+00:00,39.9,30.5,0.0,normal,AP_B01_02,0,3.3,0.0,18.4
2026-02-28 18:00:00+00:00,39.9,30.5,0.0,normal,AP_B07_01,35,53.5,0.11,29.2
2026-02-28 18:00:00+00:00,39.9,30.5,0.0,normal,AP_B04_02,150,226.4,2.0,63.9
2026-02-28 18:00:00+00:00,39.9,30.5,0.0,normal,AP_B02_01,2,6.8,0.0,20.3
2026-02-28 18:00:00+00:00,39.9,30.5,0.0,normal,AP_B06_01,36,54.7,0.12,29.7
2026-02-28 18:00:00+00:00,39.9,30.5,0.0,normal,AP_B08_02,4,7.2,0.0,19.1
2026-02-28 18:00:00+00:00,39.9,30.5,0.0,normal,AP_B03_01,5,8.7,0.0,24.3
2026-02-28 19:00:00+00:00,34.8,37.7,0.0,normal,AP_B02_02,0,0.9,0.0,21.1
2026-02-28 19:00:00+00:00,34.8,37.7,0.0,normal,AP_B01_02,10,16.0,0.01,20.9
2026-02-28 19:00:00+00:00,34.8,37.7,0.0,normal,AP_B07_01,59,90.8,0.31,37.3
2026-02-28 19:00:00+00:00,34.8,37.7,0.0,normal,AP_B04_01,150,225.8,2.0,64.2
2026-02-28 19:00:00+00:00,34.8,37.7,0.0,normal,AP_B04_02,150,225.8,2.0,64.4
2026-02-28 19:00:00+00:00,34.8,37.7,0.0,normal,AP_B01_01,0,2.2,0.0,16.1
2026-02-28 19:00:00+00:00,34.8,37.7,0.0,normal,AP_B03_02,2,4.3,0.0,15.0
2026-02-28 19:00:00+00:00,34.8,37.7,0.0,normal,AP_B03_01,8,15.1,0.01,20.2
2026-02-28 19:00:00+00:00,34.8,37.7,0.0,normal,AP_B05_01,64,97.5,0.36,38.4
2026-02-28 19:00:00+00:00,34.8,37.7,0.0,normal,AP_B08_02,0,0.5,0.0,22.0
2026-02-28 19:00:00+00:00,34.8,37.7,0.0,normal,AP_B02_01,0,3.1,0.0,19.5
2026-02-28 19:00:00+00:00,34.8,37.7,0.0,normal,AP_B08_01,0,3.1,0.0,16.5
2026-02-28 19:00:00+00:00,34.8,37.7,0.0,normal,AP_B06_01,50,75.5,0.22,31.1
2026-02-28 20:00:00+00:00,33.8,38.6,0.0,normal,AP_B02_01,5,8.3,0.0,18.1
2026-02-28 20:00:00+00:00,33.8,38.6,0.0,normal,AP_B02_02,6,11.5,0.0,17.2
2026-02-28 20:00:00+00:00,33.8,38.6,0.0,normal,AP_B04_01,150,225.7,2.0,63.8
2026-02-28 20:00:00+00:00,33.8,38.6,0.0,normal,AP_B01_01,0,0.7,0.0,17.7
2026-02-28 20:00:00+00:00,33.8,38.6,0.0,normal,AP_B08_02,0,1.8,0.0,20.3
2026-02-28 20:00:00+00:00,33.8,38.6,0.0,normal,AP_B05_01,86,134.0,0.66,43.5
2026-02-28 20:00:00+00:00,33.8,38.6,0.0,normal,AP_B04_02,150,229.1,2.0,65.9
2026-02-28 20:00:00+00:00,33.8,38.6,0.0,normal,AP_B07_01,91,140.8,0.74,46.7
2026-02-28 20:00:00+00:00,33.8,38.6,0.0,normal,AP_B03_02,0,3.7,0.0,16.6
2026-02-28 20:00:00+00:00,33.8,38.6,0.0,normal,AP_B08_01,0,2.3,0.0,15.0
2026-02-28 20:00:00+00:00,33.8,38.6,0.0,normal,AP_B03_01,0,1.4,0.0,18.4
2026-02-28 20:00:00+00:00,33.8,38.6,0.0,normal,AP_B01_02,2,5.4,0.0,15.3
2026-02-28 20:00:00+00:00,33.8,38.6,0.0,normal,AP_B06_01,89,135.0,0.7,47.7
2026-02-28 21:00:00+00:00,31.3,40.3,0.0,normal,AP_B04_02,150,229.6,2.0,63.4
2026-02-28 21:00:00+00:00,31.3,40.3,0.0,normal,AP_B02_02,0,4.2,0.0,19.4
2026-02-28 21:00:00+00:00,31.3,40.3,0.0,normal,AP_B08_01,4,9.0,0.0,20.6
2026-02-28 21:00:00+00:00,31.3,40.3,0.0,normal,AP_B04_01,150,228.0,2.0,66.5
2026-02-28 21:00:00+00:00,31.3,40.3,0.0,normal,AP_B07_01,99,151.6,0.87,47.8
2026-02-28 21:00:00+00:00,31.3,40.3,0.0,normal,AP_B05_01,107,164.7,1.02,48.2
2026-02-28 21:00:00+00:00,31.3,40.3,0.0,normal,AP_B01_02,8,14.8,0.01,19.1
2026-02-28 21:00:00+00:00,31.3,40.3,0.0,normal,AP_B03_01,0,1.7,0.0,18.3
2026-02-28 21:00:00+00:00,31.3,40.3,0.0,normal,AP_B01_01,0,2.1,0.0,17.0
2026-02-28 21:00:00+00:00,31.3,40.3,0.0,normal,AP_B08_02,4,6.8,0.0,18.0
2026-02-28 21:00:00+00:00,31.3,40.3,0.0,normal,AP_B03_02,4,9.3,0.0,17.7
2026-02-28 21:00:00+00:00,31.3,40.3,0.0,normal,AP_B02_01,0,0.2,0.0,20.4
2026-02-28 21:00:00+00:00,31.3,40.3,0.0,normal,AP_B06_01,119,182.4,1.26,51.5
2026-02-28 22:00:00+00:00,30.1,60.9,4.2,normal,AP_B03_01,0,1.8,0.0,15.0
2026-02-28 22:00:00+00:00,30.1,60.9,4.2,normal,AP_B08_01,0,0.9,0.0,15.6
2026-02-28 22:00:00+00:00,30.1,60.9,4.2,normal,AP_B05_01,117,178.2,1.22,54.0
2026-02-28 22:00:00+00:00,30.1,60.9,4.2,normal,AP_B04_01,119,179.8,1.26,52.8
2026-02-28 22:00:00+00:00,30.1,60.9,4.2,normal,AP_B02_02,0,3.0,0.0,16.2
2026-02-28 22:00:00+00:00,30.1,60.9,4.2,normal,AP_B02_01,2,4.2,0.0,16.9
2026-02-28 22:00:00+00:00,30.1,60.9,4.2,normal,AP_B01_01,8,12.0,0.01,23.2
2026-02-28 22:00:00+00:00,30.1,60.9,4.2,normal,AP_B08_02,0,0.7,0.0,15.3
2026-02-28 22:00:00+00:00,30.1,60.9,4.2,normal,AP_B04_02,128,194.5,1.46,58.3
2026-02-28 22:00:00+00:00,30.1,60.9,4.2,normal,AP_B01_02,0,3.6,0.0,18.9
2026-02-28 22:00:00+00:00,30.1,60.9,4.2,normal,AP_B06_01,121,186.2,1.3,51.7
2026-02-28 22:00:00+00:00,30.1,60.9,4.2,normal,AP_B03_02,3,8.9,0.0,18.9
2026-02-28 23:00:00+00:00,32.0,28.6,0.0,normal,AP_B04_01,78,118.3,0.54,40.5
2026-02-28 23:00:00+00:00,32.0,28.6,0.0,normal,AP_B02_01,0,3.5,0.0,21.6
2026-02-28 23:00:00+00:00,32.0,28.6,0.0,normal,AP_B08_02,1,6.3,0.0,16.3
2026-02-28 23:00:00+00:00,32.0,28.6,0.0,normal,AP_B05_01,96,146.7,0.82,46.9
2026-02-28 23:00:00+00:00,32.0,28.6,0.0,normal,AP_B01_01,0,3.3,0.0,18.7
2026-02-28 23:00:00+00:00,32.0,28.6,0.0,normal,AP_B06_01,120,181.5,1.28,52.5
2026-02-28 23:00:00+00:00,32.0,28.6,0.0,normal,AP_B03_01,11,17.1,0.01,17.3
2026-02-28 23:00:00+00:00,32.0,28.6,0.0,normal,AP_B01_02,0,1.2,0.0,17.9
2026-02-28 23:00:00+00:00,32.0,28.6,0.0,normal,AP_B07_01,113,174.2,1.14,54.4
2026-02-28 23:00:00+00:00,32.0,28.6,0.0,normal,AP_B02_02,0,4.7,0.0,19.8
2026-02-28 23:00:00+00:00,32.0,28.6,0.0,normal,AP_B04_02,83,126.7,0.61,41.9
2026-02-28 23:00:00+00:00,32.0,28.6,0.0,normal,AP_B08_01,2,3.2,0.0,20.0
2026-02-28 23:00:00+00:00,32.0,28.6,0.0,normal,AP_B03_02,9,14.9,0.01,24.6
2026-03-01 00:00:00+00:00,26.1,44.6,0.0,exam_week,AP_B03_01,3,6.8,0.0,18.1
2026-03-01 00:00:00+00:00,26.1,44.6,0.0,exam_week,AP_B02_02,0,3.6,0.0,19.4
2026-03-01 00:00:00+00:00,26.1,44.6,0.0,exam_week,AP_B01_02,0,1.6,0.0,17.1
2026-03-01 00:00:00+00:00,26.1,44.6,0.0,exam_week,AP_B08_01,0,2.7,0.0,18.4
2026-03-01 00:00:00+00:00,26.1,44.6,0.0,exam_week,AP_B04_01,23,37.7,0.05,25.6
2026-03-01 00:00:00+00:00,26.1,44.6,0.0,exam_week,AP_B06_01,22,34.9,0.04,27.1
2026-03-01 00:00:00+00:00,26.1,44.6,0.0,exam_week,AP_B01_01,3,5.3,0.0,18.1
2026-03-01 00:00:00+00:00,26.1,44.6,0.0,exam_week,AP_B08_02,0,2.9,0.0,19.0
2026-03-01 00:00:00+00:00,26.1,44.6,0.0,exam_week,AP_B03_02,0,3.5,0.0,18.8
2026-03-01 00:00:00+00:00,26.1,44.6,0.0,exam_week,AP_B04_02,8,13.1,0.01,21.0
2026-03-01 00:00:00+00:00,26.1,44.6,0.0,exam_week,AP_B02_01,0,0.7,0.0,17.9
2026-03-01 00:00:00+00:00,26.1,44.6,0.0,exam_week,AP_B05_01,21,34.9,0.04,20.6
2026-03-01 00:00:00+00:00,26.1,44.6,0.0,exam_week,AP_B07_01,23,37.5,0.05,24.5
2026-03-01 01:00:00+00:00,27.0,50.5,0.0,exam_week,AP_B02_01,7,14.2,0.0,17.2
2026-03-01 01:00:00+00:00,27.0,50.5,0.0,exam_week,AP_B05_01,18,29.4,0.03,21.3
2026-03-01 01:00:00+00:00,27.0,50.5,0.0,exam_week,AP_B08_01,2,4.1,0.0,23.0
2026-03-01 01:00:00+00:00,27.0,50.5,0.0,exam_week,AP_B04_02,14,25.1,0.02,22.9
2026-03-01 01:00:00+00:00,27.0,50.5,0.0,exam_week,AP_B06_01,29,44.6,0.07,27.5
2026-03-01 01:00:00+00:00,27.0,50.5,0.0,exam_week,AP_B03_02,0,3.8,0.0,16.8
2026-03-01 01:00:00+00:00,27.0,50.5,0.0,exam_week,AP_B01_01,0,3.0,0.0,15.0
2026-03-01 01:00:00+00:00,27.0,50.5,0.0,exam_week,AP_B02_02,6,13.6,0.0,21.4
2026-03-01 01:00:00+00:00,27.0,50.5,0.0,exam_week,AP_B08_02,0,0.4,0.0,18.7
2026-03-01 01:00:00+00:00,27.0,50.5,0.0,exam_week,AP_B03_01,0,0.9,0.0,15.0
2026-03-01 01:00:00+00:00,27.0,50.5,0.0,exam_week,AP_B01_02,1,5.5,0.0,20.9
2026-03-01 01:00:00+00:00,27.0,50.5,0.0,exam_week,AP_B07_01,29,47.3,0.07,28.7
2026-03-01 01:00:00+00:00,27.0,50.5,0.0,exam_week,AP_B04_01,5,10.7,0.0,23.2
2026-03-01 02:00:00+00:00,29.0,45.2,0.0,exam_week,AP_B03_01,1,3.3,0.0,15.1
2026-03-01 02:00:00+00:00,29.0,45.2,0.0,exam_week,AP_B07_01,22,33.4,0.04,24.5
2026-03-01 02:00:00+00:00,29.0,45.2,0.0,exam_week,AP_B03_02,0,4.8,0.0,16.9
2026-03-01 02:00:00+00:00,29.0,45.2,0.0,exam_week,AP_B01_01,0,2.1,0.0,18.3
2026-03-01 02:00:00+00:00,29.0,45.2,0.0,exam_week,AP_B08_02,0,2.5,0.0,18.9
2026-03-01 02:00:00+00:00,29.0,45.2,0.0,exam_week,AP_B01_02,3,6.5,0.0,15.6
2026-03-01 02:00:00+00:00,29.0,45.2,0.0,exam_week,AP_B02_01,3,5.4,0.0,17.0
2026-03-01 02:00:00+00:00,29.0,45.2,0.0,exam_week,AP_B04_01,16,24.3,0.02,24.4
2026-03-01 02:00:00+00:00,29.0,45.2,0.0,exam_week,AP_B06_01,14,25.8,0.02,20.6
2026-03-01 02:00:00+00:00,29.0,45.2,0.0,exam_week,AP_B08_01,0,0.8,0.0,19.0
2026-03-01 02:00:00+00:00,29.0,45.2,0.0,exam_week,AP_B04_02,14,25.8,0.02,22.9
2026-03-01 02:00:00+00:00,29.0,45.2,0.0,exam_week,AP_B05_01,21,35.8,0.04,23.2
2026-03-01 02:00:00+00:00,29.0,45.2,0.0,exam_week,AP_B02_02,0,4.0,0.0,20.7
2026-03-01 03:00:00+00:00,28.5,49.8,0.0,exam_week,AP_B08_01,0,0.1,0.0,18.2
2026-03-01 03:00:00+00:00,28.5,49.8,0.0,exam_week,AP_B04_02,21,35.6,0.04,21.1
2026-03-01 03:00:00+00:00,28.5,49.8,0.0,exam_week,AP_B04_01,19,30.8,0.03,28.9
2026-03-01 03:00:00+00:00,28.5,49.8,0.0,exam_week,AP_B01_02,0,3.6,0.0,18.3
2026-03-01 03:00:00+00:00,28.5,49.8,0.0,exam_week,AP_B03_01,0,0.8,0.0,17.8
2026-03-01 03:00:00+00:00,28.5,49.8,0.0,exam_week,AP_B05_01,21,34.3,0.04,25.6
2026-03-01 03:00:00+00:00,28.5,49.8,0.0,exam_week,AP_B02_02,4,7.8,0.0,22.7
2026-03-01 03:00:00+00:00,28.5,49.8,0.0,exam_week,AP_B07_01,24,40.5,0.05,26.5
2026-03-01 03:00:00+00:00,28.5,49.8,0.0,exam_week,AP_B02_01,1,2.9,0.0,15.3
2026-03-01 03:00:00+00:00,28.5,49.8,0.0,exam_week,AP_B06_01,25,39.1,0.06,21.2
2026-03-01 03:00:00+00:00,28.5,49.8,0.0,exam_week,AP_B01_01,8,12.6,0.01,24.2
2026-03-01 03:00:00+00:00,28.5,49.8,0.0,exam_week,AP_B03_02,6,11.5,0.0,22.2
2026-03-01 03:00:00+00:00,28.5,49.8,0.0,exam_week,AP_B08_02,0,3.6,0.0,19.1
2026-03-01 04:00:00+00:00,30.5,37.6,0.0,exam_week,AP_B03_02,0,0.8,0.0,18.7
2026-03-01 04:00:00+00:00,30.5,37.6,0.0,exam_week,AP_B08_02,4,7.7,0.0,19.0
2026-03-01 04:00:00+00:00,30.5,37.6,0.0,exam_week,AP_B02_01,3,5.2,0.0,19.1
2026-03-01 04:00:00+00:00,30.5,37.6,0.0,exam_week,AP_B01_02,9,14.9,0.01,20.3
2026-03-01 04:00:00+00:00,30.5,37.6,0.0,exam_week,AP_B01_01,0,2.4,0.0,16.5
2026-03-01 04:00:00+00:00,30.5,37.6,0.0,exam_week,AP_B05_01,24,38.6,0.05,26.8
2026-03-01 04:00:00+00:00,30.5,37.6,0.0,exam_week,AP_B04_02,15,24.6,0.02,24.2
2026-03-01 04:00:00+00:00,30.5,37.6,0.0,exam_week,AP_B03_01,0,4.4,0.0,15.1
2026-03-01 04:00:00+00:00,30.5,37.6,0.0,exam_week,AP_B06_01,26,40.8,0.06,26.3
2026-03-01 04:00:00+00:00,30.5,37.6,0.0,exam_week,AP_B04_01,24,36.2,0.05,26.7
2026-03-01 04:00:00+00:00,30.5,37.6,0.0,exam_week,AP_B02_02,1,4.6,0.0,20.0
2026-03-01 04:00:00+00:00,30.5,37.6,0.0,exam_week,AP_B08_01,10,19.5,0.01,17.8
2026-03-01 04:00:00+00:00,30.5,37.6,0.0,exam_week,AP_B07_01,33,52.6,0.1,27.0
2026-03-01 05:00:00+00:00,29.5,45.4,0.0,exam_week,AP_B01_01,0,0.6,0.0,21.4
2026-03-01 05:00:00+00:00,29.5,45.4,0.0,exam_week,AP_B04_02,13,22.9,0.02,25.3
2026-03-01 05:00:00+00:00,29.5,45.4,0.0,exam_week,AP_B02_01,6,9.9,0.0,20.1
2026-03-01 05:00:00+00:00,29.5,45.4,0.0,exam_week,AP_B08_01,0,0.8,0.0,18.9
2026-03-01 05:00:00+00:00,29.5,45.4,0.0,exam_week,AP_B08_02,8,12.5,0.01,18.5
2026-03-01 05:00:00+00:00,29.5,45.4,0.0,exam_week,AP_B07_01,33,54.1,0.1,29.8
2026-03-01 05:00:00+00:00,29.5,45.4,0.0,exam_week,AP_B01_02,0,3.1,0.0,17.8
2026-03-01 05:00:00+00:00,29.5,45.4,0.0,exam_week,AP_B06_01,28,43.5,0.07,26.3
2026-03-01 05:00:00+00:00,29.5,45.4,0.0,exam_week,AP_B02_02,9,15.2,0.01,19.9
2026-03-01 05:00:00+00:00,29.5,45.4,0.0,exam_week,AP_B03_02,1,2.8,0.0,21.3
2026-03-01 05:00:00+00:00,29.5,45.4,0.0,exam_week,AP_B04_01,21,34.2,0.04,24.1
2026-03-01 05:00:00+00:00,29.5,45.4,0.0,exam_week,AP_B05_01,28,42.5,0.07,23.4
2026-03-01 05:00:00+00:00,29.5,45.4,0.0,exam_week,AP_B03_01,2,6.6,0.0,19.8
2026-03-01 06:00:00+00:00,31.8,38.4,0.0,exam_week,AP_B08_01,0,0.8,0.0,18.8
2026-03-01 06:00:00+00:00,31.8,38.4,0.0,exam_week,AP_B04_02,17,26.8,0.03,23.9
2026-03-01 06:00:00+00:00,31.8,38.4,0.0,exam_week,AP_B06_01,46,73.3,0.19,33.1
2026-03-01 06:00:00+00:00,31.8,38.4,0.0,exam_week,AP_B02_01,0,3.2,0.0,17.4
2026-03-01 06:00:00+00:00,31.8,38.4,0.0,exam_week,AP_B01_01,0,3.8,0.0,17.6
2026-03-01 06:00:00+00:00,31.8,38.4,0.0,exam_week,AP_B03_01,0,2.8,0.0,17.3
2026-03-01 06:00:00+00:00,31.8,38.4,0.0,exam_week,AP_B01_02,5,11.5,0.0,19.2
2026-03-01 06:00:00+00:00,31.8,38.4,0.0,exam_week,AP_B07_01,46,71.0,0.19,33.4
2026-03-01 06:00:00+00:00,31.8,38.4,0.0,exam_week,AP_B03_02,0,2.4,0.0,19.1
2026-03-01 06:00:00+00:00,31.8,38.4,0.0,exam_week,AP_B05_01,40,61.5,0.14,29.4
2026-03-01 06:00:00+00:00,31.8,38.4,0.0,exam_week,AP_B08_02,0,0.2,0.0,15.4
2026-03-01 06:00:00+00:00,31.8,38.4,0.0,exam_week,AP_B04_01,17,28.5,0.03,18.7
2026-03-01 07:00:00+00:00,32.2,41.9,0.0,exam_week,AP_B01_01,7,14.0,0.0,17.6
2026-03-01 07:00:00+00:00,32.2,41.9,0.0,exam_week,AP_B03_02,10,16.6,0.01,19.6
2026-03-01 07:00:00+00:00,32.2,41.9,0.0,exam_week,AP_B06_01,59,92.3,0.31,32.8
2026-03-01 07:00:00+00:00,32.2,41.9,0.0,exam_week,AP_B05_01,52,82.6,0.24,29.9
2026-03-01 07:00:00+00:00,32.2,41.9,0.0,exam_week,AP_B04_01,19,29.5,0.03,26.2
2026-03-01 07:00:00+00:00,32.2,41.9,0.0,exam_week,AP_B03_01,11,17.5,0.01,21.0
2026-03-01 07:00:00+00:00,32.2,41.9,0.0,exam_week,AP_B01_02,0,3.5,0.0,19.8
2026-03-01 07:00:00+00:00,32.2,41.9,0.0,exam_week,AP_B07_01,49,76.0,0.21,33.4
2026-03-01 07:00:00+00:00,32.2,41.9,0.0,exam_week,AP_B02_02,1,3.9,0.0,18.5
2026-03-01 07:00:00+00:00,32.2,41.9,0.0,exam_week,AP_B08_02,3,4.8,0.0,15.7
2026-03-01 07:00:00+00:00,32.2,41.9,0.0,exam_week,AP_B04_02,13,23.5,0.02,22.0
2026-03-01 07:00:00+00:00,32.2,41.9,0.0,exam_week,AP_B08_01,4,6.0,0.0,16.5
2026-03-01 07:00:00+00:00,32.2,41.9,0.0,exam_week,AP_B02_01,13,22.2,0.02,24.4
2026-03-01 08:00:00+00:00,32.5,37.6,0.0,exam_week,AP_B03_01,17,27.5,0.03,25.8
2026-03-01 08:00:00+00:00,32.5,37.6,0.0,exam_week,AP_B02_02,13,23.4,0.02,21.6
2026-03-01 08:00:00+00:00,32.5,37.6,0.0,exam_week,AP_B05_01,61,94.5,0.33,36.4
2026-03-01 08:00:00+00:00,32.5,37.6,0.0,exam_week,AP_B01_02,0,3.8,0.0,22.5
2026-03-01 08:00:00+00:00,32.5,37.6,0.0,exam_week,AP_B04_01,16,26.0,0.02,23.2
2026-03-01 08:00:00+00:00,32.5,37.6,0.0,exam_week,AP_B08_01,16,25.8,0.02,24.3
2026-03-01 08:00:00+00:00,32.5,37.6,0.0,exam_week,AP_B08_02,12,19.0,0.01,21.0
2026-03-01 08:00:00+00:00,32.5,37.6,0.0,exam_week,AP_B01_01,8,14.9,0.01,20.6
2026-03-01 08:00:00+00:00,32.5,37.6,0.0,exam_week,AP_B07_01,58,90.7,0.3,37.0
2026-03-01 08:00:00+00:00,32.5,37.6,0.0,exam_week,AP_B03_02,19,31.8,0.03,23.0
2026-03-01 08:00:00+00:00,32.5,37.6,0.0,exam_week,AP_B04_02,9,17.5,0.01,20.0
2026-03-01 08:00:00+00:00,32.5,37.6,0.0,exam_week,AP_B06_01,69,107.8,0.42,36.3
2026-03-01 08:00:00+00:00,32.5,37.6,0.0,exam_week,AP_B02_01,14,21.5,0.02,23.5
2026-03-01 09:00:00+00:00,35.0,36.8,0.0,exam_week,AP_B08_01,13,24.4,0.02,23.7
2026-03-01 09:00:00+00:00,35.0,36.8,0.0,exam_week,AP_B01_02,14,23.2,0.02,24.0
2026-03-01 09:00:00+00:00,35.0,36.8,0.0,exam_week,AP_B07_01,49,76.2,0.21,34.1
2026-03-01 09:00:00+00:00,35.0,36.8,0.0,exam_week,AP_B02_02,23,36.6,0.05,21.6
2026-03-01 09:00:00+00:00,35.0,36.8,0.0,exam_week,AP_B06_01,54,85.1,0.26,32.3
2026-03-01 09:00:00+00:00,35.0,36.8,0.0,exam_week,AP_B05_01,58,90.7,0.3,36.3
2026-03-01 09:00:00+00:00,35.0,36.8,0.0,exam_week,AP_B02_01,18,30.7,0.03,25.9
2026-03-01 09:00:00+00:00,35.0,36.8,0.0,exam_week,AP_B04_01,17,27.3,0.03,21.1
2026-03-01 09:00:00+00:00,35.0,36.8,0.0,exam_week,AP_B03_02,13,24.1,0.02,21.6
2026-03-01 09:00:00+00:00,35.0,36.8,0.0,exam_week,AP_B04_02,13,22.3,0.02,19.4
2026-03-01 09:00:00+00:00,35.0,36.8,0.0,exam_week,AP_B03_01,16,25.0,0.02,24.6
2026-03-01 09:00:00+00:00,35.0,36.8,0.0,exam_week,AP_B01_01,12,20.4,0.01,23.9
2026-03-01 09:00:00+00:00,35.0,36.8,0.0,exam_week,AP_B08_02,13,20.0,0.02,21.5
2026-03-01 10:00:00+00:00,36.8,29.5,0.0,exam_week,AP_B03_02,19,28.9,0.03,24.3
2026-03-01 10:00:00+00:00,36.8,29.5,0.0,exam_week,AP_B01_01,20,35.0,0.04,25.6
2026-03-01 10:00:00+00:00,36.8,29.5,0.0,exam_week,AP_B07_01,47,74.0,0.2,34.4
2026-03-01 10:00:00+00:00,36.8,29.5,0.0,exam_week,AP_B08_01,28,43.6,0.07,24.4
2026-03-01 10:00:00+00:00,36.8,29.5,0.0,exam_week,AP_B08_02,21,34.1,0.04,24.7
2026-03-01 10:00:00+00:00,36.8,29.5,0.0,exam_week,AP_B02_02,19,32.0,0.03,21.0
2026-03-01 10:00:00+00:00,36.8,29.5,0.0,exam_week,AP_B02_01,28,44.2,0.07,26.5
2026-03-01 10:00:00+00:00,36.8,29.5,0.0,exam_week,AP_B05_01,42,65.8,0.16,34.2
2026-03-01 10:00:00+00:00,36.8,29.5,0.0,exam_week,AP_B01_02,10,18.7,0.01,20.3
2026-03-01 10:00:00+00:00,36.8,29.5,0.0,exam_week,AP_B03_01,20,31.0,0.04,24.8
2026-03-01 10:00:00+00:00,36.8,29.5,0.0,exam_week,AP_B06_01,48,74.2,0.2,29.4
2026-03-01 10:00:00+00:00,36.8,29.5,0.0,exam_week,AP_B04_01,13,20.8,0.02,24.1
2026-03-01 10:00:00+00:00,36.8,29.5,0.0,exam_week,AP_B04_02,12,20.0,0.01,20.6
2026-03-01 11:00:00+00:00,36.6,34.0,0.0,exam_week,AP_B02_01,14,21.7,0.02,23.7
2026-03-01 11:00:00+00:00,36.6,34.0,0.0,exam_week,AP_B08_01,32,49.7,0.09,26.2
2026-03-01 11:00:00+00:00,36.6,34.0,0.0,exam_week,AP_B05_01,38,59.6,0.13,27.0
2026-03-01 11:00:00+00:00,36.6,34.0,0.0,exam_week,AP_B06_01,41,64.4,0.15,32.7
2026-03-01 11:00:00+00:00,36.6,34.0,0.0,exam_week,AP_B03_02,18,29.3,0.03,21.2
2026-03-01 11:00:00+00:00,36.6,34.0,0.0,exam_week,AP_B03_01,29,46.1,0.07,23.6
2026-03-01 11:00:00+00:00,36.6,34.0,0.0,exam_week,AP_B08_02,21,33.7,0.04,24.8
2026-03-01 11:00:00+00:00,36.6,34.0,0.0,exam_week,AP_B04_01,25,37.9,0.06,27.4
2026-03-01 11:00:00+00:00,36.6,34.0,0.0,exam_week,AP_B07_01,37,57.7,0.12,28.2
2026-03-01 11:00:00+00:00,36.6,34.0,0.0,exam_week,AP_B01_01,24,39.3,0.05,23.6
2026-03-01 11:00:00+00:00,36.6,34.0,0.0,exam_week,AP_B02_02,30,48.9,0.08,24.1
2026-03-01 11:00:00+00:00,36.6,34.0,0.0,exam_week,AP_B01_02,26,42.3,0.06,25.9
2026-03-01 11:00:00+00:00,36.6,34.0,0.0,exam_week,AP_B04_02,26,39.9,0.06,24.4
